,Image_names,cell_type,xmin,xmax,ymin,ymax
694,164.jpg,RBC,453,550,227,348
695,164.jpg,RBC,64,161,89,210
696,164.jpg,RBC,1,87,330,434
697,164.jpg,RBC,277,389,301,394
698,164.jpg,WBC,279,437,128,301
699,164.jpg,Platelets,604,640,125,177
700,165.jpg,RBC,169,300,179,317
701,165.jpg,RBC,423,520,336,453
702,165.jpg,RBC,532,629,358,475
703,165.jpg,RBC,353,448,39,135
704,165.jpg,RBC,345,451,124,245
705,165.jpg,RBC,309,415,233,354
706,165.jpg,RBC,532,639,151,268
707,165.jpg,RBC,455,593,69,184
708,165.jpg,RBC,4,136,188,316
709,165.jpg,RBC,102,220,77,196
710,165.jpg,WBC,124,335,300,480
711,165.jpg,Platelets,589,626,134,167
712,166.jpg,RBC,388,478,157,262
713,166.jpg,RBC,266,373,385,480
714,166.jpg,RBC,359,466,363,458
715,166.jpg,RBC,306,428,274,380
716,166.jpg,RBC,56,178,296,402
717,166.jpg,RBC,104,200,176,279
718,166.jpg,RBC,386,514,4,122
719,166.jpg,RBC,449,541,389,480
720,166.jpg,RBC,425,513,252,364
721,166.jpg,RBC,230,331,1,72
722,166.jpg,WBC,170,411,57,290
723,167.jpg,RBC,480,589,2,93
724,167.jpg,RBC,347,455,199,314
725,167.jpg,RBC,494,578,357,466
726,167.jpg,RBC,549,633,81,190
727,167.jpg,RBC,383,491,353,468
728,167.jpg,RBC,347,453,1,96
729,167.jpg,RBC,55,182,77,191
730,167.jpg,RBC,254,368,28,129
731,167.jpg,RBC,5,127,198,299
732,167.jpg,RBC,403,512,165,285
733,167.jpg,RBC,408,505,264,367
734,167.jpg,WBC,1,225,332,479
735,167.jpg,Platelets,509,555,182,223
736,168.jpg,RBC,28,134,286,382
737,168.jpg,RBC,82,181,201,296
738,168.jpg,RBC,60,159,1,85
739,168.jpg,RBC,180,286,3,107
740,168.jpg,RBC,329,455,1,85
741,168.jpg,RBC,304,405,97,202
742,168.jpg,RBC,408,509,128,233
743,168.jpg,RBC,468,582,266,349
744,168.jpg,RBC,158,272,374,480
745,168.jpg,RBC,507,621,79,185
746,168.jpg,RBC,469,583,29,135
747,168.jpg,RBC,526,640,189,272
748,168.jpg,RBC,194,295,204,310
749,168.jpg,RBC,133,245,109,227
750,168.jpg,WBC,225,456,259,479
751,169.jpg,RBC,440,563,347,450
752,169.jpg,RBC,274,388,179,258
753,169.jpg,RBC,340,441,261,366
754,169.jpg,RBC,364,480,103,210
755,169.jpg,RBC,378,493,1,91
756,169.jpg,RBC,32,152,371,480
757,169.jpg,RBC,6,106,276,370
758,169.jpg,RBC,6,130,41,141
759,169.jpg,RBC,98,207,1,72
760,169.jpg,RBC,207,316,1,72
761,169.jpg,RBC,503,609,75,180
762,169.jpg,RBC,318,424,301,406
763,169.jpg,RBC,171,273,345,430
764,169.jpg,RBC,181,306,47,169
765,169.jpg,RBC,560,640,135,232
766,169.jpg,RBC,1,97,134,227
767,169.jpg,Platelets,277,332,392,440
768,169.jpg,Platelets,526,589,219,283
769,169.jpg,WBC,55,265,149,347
770,17.jpg,WBC,151,329,118,279
771,17.jpg,RBC,121,242,323,440
772,17.jpg,RBC,324,418,115,236
773,17.jpg,RBC,450,542,329,442
774,17.jpg,RBC,427,519,364,477
775,17.jpg,RBC,230,346,333,449
776,17.jpg,RBC,448,549,91,168
777,17.jpg,RBC,570,640,290,403
778,17.jpg,RBC,523,637,69,174
779,17.jpg,RBC,334,451,219,337
780,17.jpg,RBC,449,566,227,345
781,17.jpg,RBC,66,160,155,276
782,17.jpg,Platelets,97,129,327,365
783,170.jpg,RBC,76,180,319,422
784,170.jpg,RBC,137,246,259,369
785,170.jpg,RBC,237,354,297,406
786,170.jpg,RBC,236,353,383,480
787,170.jpg,RBC,361,480,341,452
788,170.jpg,RBC,455,574,178,289
789,170.jpg,RBC,330,457,222,341
790,170.jpg,RBC,25,136,182,285
791,170.jpg,RBC,43,155,81,180
792,170.jpg,RBC,71,179,1,82
793,170.jpg,RBC,415,507,96,187
794,170.jpg,RBC,477,569,87,178
795,170.jpg,RBC,548,640,1,91
796,170.jpg,RBC,453,546,1,87
797,170.jpg,RBC,533,640,327,440
798,170.jpg,RBC,430,557,288,408
799,170.jpg,WBC,143,400,11,196
800,171.jpg,RBC,359,459,101,216
801,171.jpg,RBC,394,509,365,463
802,171.jpg,RBC,425,545,172,288
803,171.jpg,RBC,459,575,290,372
804,171.jpg,RBC,57,154,390,480
805,171.jpg,RBC,1,97,233,330
806,171.jpg,RBC,1,97,127,224
807,171.jpg,RBC,271,395,21,133
808,171.jpg,RBC,185,292,110,220
809,171.jpg,RBC,86,193,88,198
810,171.jpg,RBC,112,219,33,143
811,171.jpg,RBC,564,640,174,274
812,171.jpg,RBC,99,194,212,308
813,171.jpg,WBC,179,401,174,395
814,172.jpg,RBC,16,119,195,303
815,172.jpg,RBC,75,203,300,412
816,172.jpg,RBC,516,626,108,213
817,172.jpg,RBC,373,469,105,225
818,172.jpg,RBC,171,296,205,314
819,172.jpg,RBC,383,479,310,430
820,172.jpg,RBC,279,378,312,442
821,172.jpg,RBC,447,552,1,91
822,172.jpg,RBC,200,288,411,480
823,172.jpg,RBC,355,454,1,84
824,172.jpg,RBC,8,123,1,65
825,172.jpg,RBC,580,640,232,331
826,172.jpg,RBC,1,83,383,480
827,173.jpg,RBC,110,230,213,332
828,173.jpg,RBC,230,344,227,335
829,173.jpg,RBC,185,281,1,101
830,173.jpg,RBC,55,180,95,212
831,173.jpg,RBC,36,133,150,256
832,173.jpg,RBC,20,123,334,454
833,173.jpg,RBC,352,455,228,324
834,173.jpg,RBC,457,574,187,300
835,173.jpg,RBC,361,478,330,443
836,173.jpg,RBC,128,245,355,468
837,173.jpg,RBC,566,640,274,386
838,173.jpg,RBC,445,565,253,352
839,173.jpg,RBC,309,428,327,417
840,173.jpg,RBC,415,534,1,90
841,173.jpg,WBC,258,467,34,245
842,175.jpg,RBC,455,562,106,209
843,175.jpg,RBC,490,597,249,352
844,175.jpg,RBC,543,640,165,269
845,175.jpg,RBC,568,640,323,428
846,175.jpg,RBC,310,427,365,471
847,175.jpg,RBC,298,418,46,157
848,175.jpg,RBC,203,301,24,141
849,175.jpg,RBC,394,491,1,107
850,175.jpg,RBC,1,77,153,259
851,175.jpg,RBC,1,67,379,480
852,175.jpg,RBC,1,91,1,75
853,175.jpg,RBC,95,210,1,93
854,175.jpg,RBC,37,152,317,410
855,175.jpg,WBC,188,398,161,368
856,175.jpg,Platelets,287,316,406,444
857,176.jpg,RBC,19,129,2,114
858,176.jpg,RBC,1,99,176,293
859,176.jpg,RBC,187,283,56,152
860,176.jpg,RBC,298,418,182,275
861,176.jpg,RBC,396,516,249,342
862,176.jpg,RBC,520,640,9,102
863,176.jpg,RBC,29,149,305,398
864,176.jpg,RBC,520,640,107,221
865,176.jpg,RBC,110,196,172,260
866,176.jpg,WBC,211,422,248,479
867,177.jpg,RBC,242,347,222,325
868,177.jpg,RBC,464,556,43,137
869,177.jpg,RBC,531,631,186,288
870,177.jpg,RBC,23,124,88,195
871,177.jpg,RBC,377,478,234,341
872,177.jpg,RBC,59,160,196,303
873,177.jpg,RBC,289,393,1,86
874,177.jpg,RBC,152,256,274,360
875,177.jpg,RBC,320,429,387,480
876,177.jpg,RBC,190,322,412,480
877,177.jpg,RBC,64,170,365,480
878,177.jpg,WBC,107,324,34,234
879,177.jpg,WBC,306,460,102,246
880,177.jpg,Platelets,604,637,385,417
881,178.jpg,RBC,375,498,115,215
882,178.jpg,RBC,279,399,264,392
883,178.jpg,RBC,447,560,189,307
884,178.jpg,RBC,121,256,341,442
885,178.jpg,RBC,1,75,101,244
886,178.jpg,RBC,323,453,6,122
887,178.jpg,RBC,452,537,1,119
888,178.jpg,RBC,542,640,259,383
889,178.jpg,RBC,550,640,124,233
890,178.jpg,RBC,553,640,1,85
891,178.jpg,RBC,306,425,377,480
892,178.jpg,Platelets,506,536,156,187
893,178.jpg,Platelets,385,438,217,264
894,178.jpg,WBC,176,372,92,268
895,179.jpg,RBC,26,124,293,386
896,179.jpg,RBC,293,416,345,449
897,179.jpg,RBC,519,640,189,315
898,179.jpg,RBC,480,601,27,153
899,179.jpg,RBC,402,510,1,78
900,179.jpg,RBC,327,429,250,343
901,179.jpg,RBC,414,549,275,377
902,179.jpg,RBC,554,640,342,443
903,179.jpg,RBC,3,99,391,480
904,179.jpg,RBC,72,174,19,130
905,179.jpg,RBC,144,273,189,305
906,179.jpg,RBC,122,237,319,413
907,18.jpg,WBC,128,336,215,391
908,18.jpg,RBC,406,514,176,272
909,18.jpg,RBC,400,510,73,181
910,18.jpg,RBC,215,299,87,187
911,18.jpg,RBC,435,547,302,400
912,18.jpg,RBC,424,536,354,452
913,18.jpg,RBC,131,235,382,470
914,18.jpg,RBC,481,585,164,252
915,18.jpg,RBC,5,102,335,434
916,18.jpg,RBC,1,53,101,205
917,18.jpg,RBC,221,340,390,464
918,18.jpg,RBC,156,260,1,84
919,18.jpg,RBC,279,381,37,145
920,18.jpg,RBC,528,621,1,87
921,18.jpg,RBC,488,581,11,98
922,18.jpg,RBC,4,106,245,353
923,18.jpg,RBC,322,424,335,443
924,18.jpg,Platelets,382,419,47,79
925,180.jpg,RBC,65,165,42,177
926,180.jpg,RBC,373,488,1,83
927,180.jpg,RBC,227,346,3,107
928,180.jpg,RBC,487,606,128,232
929,180.jpg,RBC,175,294,288,392
930,180.jpg,RBC,94,212,387,480
931,180.jpg,RBC,311,420,351,465
932,180.jpg,RBC,49,155,273,360
933,180.jpg,RBC,165,273,77,185
934,180.jpg,RBC,106,248,168,293
935,180.jpg,RBC,466,575,397,480
936,180.jpg,RBC,557,640,202,307
937,180.jpg,WBC,253,466,143,351
938,180.jpg,Platelets,70,108,15,53
939,181.jpg,RBC,38,149,197,320
940,181.jpg,RBC,31,143,73,174
941,181.jpg,RBC,108,202,45,141
942,181.jpg,RBC,378,472,136,232
943,181.jpg,RBC,166,282,290,379
944,181.jpg,RBC,42,158,391,480
945,181.jpg,RBC,524,640,62,158
946,181.jpg,RBC,243,373,203,319
947,181.jpg,RBC,306,411,341,447
948,181.jpg,RBC,516,633,158,263
949,181.jpg,WBC,173,387,1,131
950,183.jpg,RBC,161,286,75,185
951,183.jpg,RBC,48,179,78,207
952,183.jpg,RBC,516,637,183,296
953,183.jpg,RBC,173,291,351,449
954,183.jpg,RBC,47,165,361,459
955,183.jpg,RBC,1,118,11,109
956,183.jpg,RBC,439,580,10,132
957,183.jpg,RBC,315,436,242,344
958,183.jpg,RBC,519,624,378,472
959,183.jpg,WBC,293,498,57,260
960,184.jpg,RBC,234,343,307,423
961,184.jpg,RBC,415,550,219,359
962,184.jpg,RBC,69,178,126,242
963,184.jpg,RBC,288,397,1,97
964,184.jpg,RBC,572,640,330,434
965,184.jpg,RBC,101,214,378,480
966,184.jpg,RBC,58,156,8,108
967,184.jpg,WBC,251,471,91,306
968,184.jpg,Platelets,142,177,53,87
969,184.jpg,Platelets,549,600,237,285
970,185.jpg,RBC,323,433,70,173
971,185.jpg,RBC,441,572,119,219
972,185.jpg,RBC,119,231,164,265
973,185.jpg,RBC,1,89,263,361
974,185.jpg,RBC,451,563,297,398
975,185.jpg,RBC,308,420,327,428
976,185.jpg,RBC,65,165,315,414
977,185.jpg,RBC,490,590,1,99
978,185.jpg,RBC,284,384,161,260
979,185.jpg,WBC,93,296,1,173
980,188.jpg,Platelets,74,109,313,352
981,188.jpg,WBC,159,403,229,468
982,188.jpg,RBC,401,495,57,168
983,188.jpg,RBC,442,547,65,190
984,188.jpg,RBC,192,306,137,248
985,188.jpg,RBC,22,136,46,157
986,188.jpg,RBC,134,248,48,159
987,188.jpg,RBC,459,565,267,366
988,19.jpg,WBC,302,481,1,166
989,19.jpg,RBC,167,307,100,197
990,19.jpg,RBC,210,319,1,64
991,19.jpg,RBC,561,639,74,183
992,19.jpg,RBC,130,230,26,125
993,19.jpg,RBC,74,164,189,277
994,19.jpg,RBC,304,394,162,250
995,19.jpg,RBC,363,453,163,251
996,19.jpg,RBC,410,500,152,240
997,19.jpg,RBC,430,520,131,219
998,19.jpg,RBC,483,573,109,197
999,19.jpg,RBC,541,631,276,364
1000,19.jpg,RBC,572,640,181,287
1001,19.jpg,RBC,286,375,424,480
1002,19.jpg,RBC,308,421,240,325
1003,19.jpg,RBC,189,278,345,423
1004,19.jpg,RBC,1,89,213,340
1005,19.jpg,RBC,67,182,324,447
1006,19.jpg,RBC,17,131,45,168
1007,19.jpg,RBC,21,114,1,86
1008,19.jpg,RBC,243,333,189,277
1009,19.jpg,RBC,241,331,259,347
1010,190.jpg,RBC,385,502,66,191
1011,190.jpg,RBC,261,367,73,157
1012,190.jpg,RBC,483,587,156,303
1013,190.jpg,RBC,380,480,269,372
1014,190.jpg,RBC,80,192,1,81
1015,190.jpg,RBC,447,522,410,480
1016,190.jpg,RBC,203,334,350,456
1017,190.jpg,RBC,318,406,338,433
1018,190.jpg,RBC,1,100,142,253
1019,190.jpg,RBC,506,606,21,132
1020,190.jpg,RBC,566,640,392,480
1021,190.jpg,WBC,188,387,165,340
1022,190.jpg,RBC,100,206,198,282
1023,190.jpg,RBC,139,265,304,413
1024,191.jpg,RBC,256,373,16,118
1025,191.jpg,RBC,412,506,37,136
1026,191.jpg,RBC,115,208,10,99
1027,191.jpg,RBC,515,632,144,285
1028,191.jpg,RBC,373,484,237,344
1029,191.jpg,RBC,502,613,45,152
1030,191.jpg,RBC,45,144,94,198
1031,191.jpg,RBC,465,576,315,422
1032,191.jpg,RBC,161,272,302,409
1033,191.jpg,RBC,322,433,331,438
1034,191.jpg,RBC,114,236,392,480
1035,191.jpg,RBC,482,603,414,480
1036,191.jpg,WBC,181,396,115,326
1037,191.jpg,Platelets,480,526,208,252
1038,192.jpg,RBC,353,462,1,101
1039,192.jpg,RBC,296,402,98,235
1040,192.jpg,RBC,303,424,264,382
1041,192.jpg,RBC,49,171,62,195
1042,192.jpg,RBC,205,299,21,117
1043,192.jpg,RBC,562,640,1,86
1044,192.jpg,RBC,173,292,171,285
1045,192.jpg,RBC,540,640,269,360
1046,192.jpg,RBC,514,633,342,439
1047,192.jpg,RBC,304,383,384,480
1048,192.jpg,RBC,574,640,158,278
1049,192.jpg,RBC,1,69,337,455
1050,192.jpg,RBC,1,70,132,224
1051,192.jpg,RBC,256,350,11,107
1052,192.jpg,WBC,423,572,76,213
1053,193.jpg,RBC,137,243,352,453
1054,193.jpg,RBC,217,319,214,331
1055,193.jpg,RBC,280,381,105,204
1056,193.jpg,RBC,397,506,82,176
1057,193.jpg,RBC,484,603,2,114
1058,193.jpg,RBC,538,640,340,443
1059,193.jpg,RBC,48,179,244,371
1060,193.jpg,RBC,1,116,178,296
1061,193.jpg,RBC,398,512,335,445
1062,193.jpg,RBC,297,411,21,131
1063,193.jpg,RBC,1,91,318,427
1064,193.jpg,WBC,412,613,177,355
1065,193.jpg,Platelets,86,133,375,415
1066,194.jpg,RBC,159,258,300,399
1067,194.jpg,RBC,480,584,297,379
1068,194.jpg,RBC,130,238,183,286
1069,194.jpg,RBC,210,326,196,324
1070,194.jpg,RBC,376,489,305,403
1071,194.jpg,RBC,136,238,55,143
1072,194.jpg,RBC,359,483,1,97
1073,194.jpg,WBC,360,571,124,317
1074,194.jpg,WBC,418,640,382,479
1075,196.jpg,RBC,142,258,354,447
1076,196.jpg,RBC,27,138,373,463
1077,196.jpg,RBC,208,324,90,183
1078,196.jpg,RBC,387,504,41,149
1079,196.jpg,RBC,417,510,154,263
1080,196.jpg,RBC,553,640,228,355
1081,196.jpg,RBC,140,238,194,296
1082,196.jpg,RBC,239,337,284,386
1083,196.jpg,RBC,53,153,305,395
1084,196.jpg,RBC,273,386,20,140
1085,196.jpg,WBC,337,469,269,402
1086,196.jpg,Platelets,134,167,194,227
1087,196.jpg,WBC,555,640,89,213
1088,197.jpg,RBC,503,617,39,148
1089,197.jpg,RBC,319,433,56,165
1090,197.jpg,RBC,52,166,133,242
1091,197.jpg,RBC,131,245,315,424
1092,197.jpg,RBC,201,315,188,297
1093,197.jpg,RBC,233,347,124,233
1094,197.jpg,RBC,128,229,45,153
1095,197.jpg,RBC,251,355,385,479
1096,197.jpg,RBC,460,564,140,234
1097,197.jpg,RBC,543,640,158,267
1098,197.jpg,WBC,317,562,222,441
1099,198.jpg,RBC,12,110,317,411
1100,198.jpg,RBC,1,70,191,323
1101,198.jpg,RBC,305,430,123,236
1102,198.jpg,RBC,392,494,248,356
1103,198.jpg,RBC,172,272,292,409
1104,198.jpg,RBC,520,640,184,294
1105,198.jpg,RBC,314,419,1,86
1106,198.jpg,RBC,75,208,84,182
1107,198.jpg,RBC,51,177,149,279
1108,198.jpg,RBC,276,402,311,412
1109,198.jpg,RBC,170,294,1,77
1110,198.jpg,Platelets,205,244,418,463
1111,198.jpg,Platelets,271,309,62,103
1112,198.jpg,WBC,400,557,7,159
1113,199.jpg,RBC,268,377,5,100
1114,199.jpg,RBC,478,587,99,194
1115,199.jpg,RBC,116,225,385,480
1116,199.jpg,RBC,309,439,116,226
1117,199.jpg,RBC,382,489,61,149
1118,199.jpg,RBC,354,467,1,88
1119,199.jpg,RBC,176,285,76,171
1120,199.jpg,RBC,164,267,127,239
1121,199.jpg,RBC,431,549,295,410
1122,199.jpg,RBC,415,524,410,480
1123,199.jpg,RBC,300,427,403,480
1124,199.jpg,RBC,568,640,168,269
1125,199.jpg,RBC,40,131,340,434
1126,199.jpg,RBC,62,165,151,285
1127,199.jpg,Platelets,261,295,394,434
1128,199.jpg,WBC,243,452,208,400
1129,2.jpg,WBC,68,286,315,480
1130,2.jpg,RBC,346,446,361,454
1131,2.jpg,RBC,53,146,179,299
1132,2.jpg,RBC,449,536,400,480
1133,2.jpg,RBC,461,548,132,212
1134,2.jpg,RBC,454,541,295,375
1135,2.jpg,RBC,417,508,283,383
1136,2.jpg,RBC,278,369,342,451
1137,2.jpg,RBC,545,636,62,159
1138,2.jpg,RBC,485,576,91,188
1139,2.jpg,RBC,376,438,171,253
1140,2.jpg,RBC,329,395,177,271
1141,2.jpg,RBC,291,407,59,168
1142,2.jpg,RBC,299,404,1,68
1143,2.jpg,RBC,346,449,26,138
1144,2.jpg,RBC,134,241,1,95
1145,2.jpg,RBC,1,98,38,164
1146,2.jpg,RBC,165,257,160,264
1147,2.jpg,RBC,464,566,209,319
1148,20.jpg,WBC,107,295,97,267
1149,20.jpg,RBC,41,126,158,280
1150,20.jpg,RBC,410,513,315,430
1151,20.jpg,RBC,524,627,332,447
1152,20.jpg,RBC,461,564,348,463
1153,20.jpg,RBC,227,343,398,480
1154,20.jpg,RBC,133,249,398,480
1155,20.jpg,RBC,125,241,366,448
1156,20.jpg,RBC,373,476,150,243
1157,20.jpg,RBC,492,595,196,289
1158,20.jpg,RBC,297,428,201,315
1159,20.jpg,RBC,532,615,48,142
1160,20.jpg,RBC,1,56,122,255
1161,20.jpg,RBC,88,237,1,93
1162,20.jpg,RBC,231,317,251,336
1163,20.jpg,RBC,164,270,284,376
1164,20.jpg,RBC,320,423,133,226
1165,200.jpg,RBC,469,580,40,130
1166,200.jpg,RBC,375,488,55,154
1167,200.jpg,RBC,299,412,223,322
1168,200.jpg,RBC,477,578,239,328
1169,200.jpg,RBC,549,640,150,268
1170,200.jpg,RBC,405,519,165,281
1171,200.jpg,RBC,43,156,350,449
1172,200.jpg,RBC,85,192,1,96
1173,200.jpg,RBC,249,372,352,459
1174,200.jpg,RBC,420,544,340,468
1175,200.jpg,WBC,73,304,63,283
1176,200.jpg,Platelets,336,371,136,167
1177,201.jpg,RBC,115,237,1,97
1178,201.jpg,RBC,138,254,400,480
1179,201.jpg,RBC,547,640,242,347
1180,201.jpg,RBC,1,119,107,190
1181,201.jpg,RBC,183,305,134,231
1182,201.jpg,RBC,64,186,324,421
1183,201.jpg,RBC,248,362,307,410
1184,201.jpg,RBC,494,613,22,140
1185,201.jpg,RBC,548,636,111,208
1186,201.jpg,Platelets,263,299,89,126
1187,201.jpg,WBC,345,553,264,446
1188,202.jpg,RBC,302,406,9,100
1189,202.jpg,RBC,13,131,213,337
1190,202.jpg,RBC,60,149,338,452
1191,202.jpg,RBC,1,89,358,472
1192,202.jpg,RBC,169,275,157,253
1193,202.jpg,RBC,388,494,135,231
1194,202.jpg,RBC,501,604,313,416
1195,202.jpg,RBC,250,347,204,298
1196,202.jpg,RBC,59,155,25,128
1197,202.jpg,WBC,324,523,225,425
1198,202.jpg,Platelets,607,640,132,165
1199,202.jpg,Platelets,564,598,419,460
1200,203.jpg,RBC,8,117,119,222
1201,203.jpg,RBC,276,385,1,103
1202,203.jpg,RBC,408,521,40,152
1203,203.jpg,RBC,550,640,218,326
1204,203.jpg,RBC,441,540,234,332
1205,203.jpg,RBC,261,369,161,266
1206,203.jpg,RBC,264,371,238,360
1207,203.jpg,RBC,203,321,318,409
1208,203.jpg,RBC,286,405,375,480
1209,203.jpg,RBC,111,250,158,296
1210,203.jpg,RBC,457,593,124,242
1211,203.jpg,RBC,213,322,77,180
1212,203.jpg,WBC,389,604,341,480
1213,204.jpg,RBC,420,528,58,156
1214,204.jpg,RBC,463,571,121,219
1215,204.jpg,RBC,266,377,1,71
1216,204.jpg,RBC,292,403,43,114
1217,204.jpg,RBC,459,567,351,444
1218,204.jpg,RBC,12,120,206,306
1219,204.jpg,RBC,130,238,75,175
1220,204.jpg,RBC,506,610,222,333
1221,204.jpg,RBC,1,107,11,147
1222,204.jpg,WBC,170,386,262,453
1223,204.jpg,Platelets,291,330,132,171
1224,204.jpg,Platelets,390,429,181,220
1225,205.jpg,RBC,4,110,376,475
1226,205.jpg,RBC,294,400,50,149
1227,205.jpg,RBC,146,231,208,286
1228,205.jpg,RBC,485,584,308,407
1229,205.jpg,RBC,567,640,193,294
1230,205.jpg,RBC,429,528,65,164
1231,205.jpg,RBC,524,623,15,106
1232,205.jpg,RBC,337,441,1,96
1233,205.jpg,RBC,37,139,142,256
1234,205.jpg,RBC,61,192,38,176
1235,205.jpg,RBC,136,216,395,476
1236,205.jpg,RBC,435,548,180,266
1237,205.jpg,RBC,435,527,426,477
1238,205.jpg,RBC,598,640,60,152
1239,205.jpg,WBC,253,439,255,430
1240,205.jpg,Platelets,266,304,54,83
1241,205.jpg,Platelets,1,29,250,282
1242,206.jpg,RBC,157,250,140,245
1243,206.jpg,RBC,1,93,209,314
1244,206.jpg,RBC,73,168,299,415
1245,206.jpg,RBC,359,454,352,448
1246,206.jpg,RBC,379,473,133,247
1247,206.jpg,RBC,280,376,122,229
1248,206.jpg,RBC,348,450,229,337
1249,206.jpg,RBC,416,518,234,342
1250,206.jpg,RBC,447,549,365,473
1251,206.jpg,RBC,316,416,1,64
1252,206.jpg,RBC,26,133,58,166
1253,206.jpg,RBC,423,524,1,81
1254,206.jpg,RBC,498,600,1,66
1255,206.jpg,WBC,150,337,238,426
1256,207.jpg,RBC,167,289,298,410
1257,207.jpg,RBC,1,104,295,398
1258,207.jpg,RBC,443,547,49,152
1259,207.jpg,RBC,395,499,71,174
1260,207.jpg,RBC,337,451,110,239
1261,207.jpg,RBC,187,313,141,254
1262,207.jpg,RBC,93,198,1,95
1263,207.jpg,RBC,186,299,52,154
1264,207.jpg,RBC,313,421,1,85
1265,207.jpg,RBC,285,379,263,355
1266,207.jpg,RBC,291,391,326,417
1267,207.jpg,RBC,291,391,376,467
1268,207.jpg,RBC,409,509,388,479
1269,207.jpg,RBC,74,179,296,409
1270,207.jpg,WBC,482,640,268,453
1271,207.jpg,Platelets,453,491,292,329
1272,207.jpg,Platelets,247,280,7,50
1273,208.jpg,RBC,199,291,69,173
1274,208.jpg,RBC,1,92,117,221
1275,208.jpg,RBC,80,214,1,122
1276,208.jpg,RBC,195,292,171,287
1277,208.jpg,RBC,205,304,404,479
1278,208.jpg,RBC,101,226,324,437
1279,208.jpg,RBC,467,566,135,236
1280,208.jpg,RBC,521,640,198,319
1281,208.jpg,RBC,374,475,201,303
1282,208.jpg,RBC,306,429,378,480
1283,208.jpg,RBC,348,461,47,155
1284,208.jpg,Platelets,512,550,79,119
1285,208.jpg,WBC,424,639,308,480
1286,209.jpg,RBC,96,198,279,377
1287,209.jpg,RBC,143,254,1,108
1288,209.jpg,RBC,241,352,1,84
1289,209.jpg,RBC,372,486,1,77
1290,209.jpg,RBC,15,110,163,248
1291,209.jpg,RBC,362,461,298,398
1292,209.jpg,RBC,266,365,320,420
1293,209.jpg,RBC,27,115,394,480
1294,209.jpg,RBC,177,308,160,286
1295,209.jpg,RBC,332,430,395,480
1296,209.jpg,RBC,401,499,395,480
1297,209.jpg,RBC,436,534,225,310
1298,209.jpg,RBC,492,628,1,70
1299,209.jpg,WBC,244,475,79,247
1300,209.jpg,Platelets,122,157,13,52
1301,21.jpg,Platelets,419,478,189,236
1302,21.jpg,WBC,352,475,364,447
1303,21.jpg,RBC,226,333,99,206
1304,21.jpg,RBC,404,511,25,132
1305,21.jpg,RBC,511,618,38,145
1306,21.jpg,RBC,457,564,206,313
1307,21.jpg,RBC,478,585,370,477
1308,21.jpg,RBC,287,394,238,345
1309,21.jpg,Platelets,372,406,343,374
1310,21.jpg,RBC,40,147,277,384
1311,21.jpg,RBC,1,79,277,379
1312,21.jpg,RBC,80,187,166,273
1313,21.jpg,RBC,143,250,245,352
1314,21.jpg,RBC,144,251,366,473
1315,21.jpg,RBC,142,249,364,471
1316,21.jpg,RBC,109,216,41,148
1317,21.jpg,RBC,460,567,59,166
1318,21.jpg,RBC,570,640,256,357
1319,21.jpg,RBC,61,169,383,480
1320,21.jpg,RBC,1,106,128,235
1321,21.jpg,RBC,40,149,1,95
1322,21.jpg,RBC,165,274,1,95
1323,21.jpg,Platelets,80,115,128,161
1324,210.jpg,RBC,141,236,99,203
1325,210.jpg,RBC,84,181,3,101
1326,210.jpg,RBC,251,345,1,93
1327,210.jpg,RBC,373,467,11,104
1328,210.jpg,RBC,551,634,110,194
1329,210.jpg,RBC,528,633,313,408
1330,210.jpg,RBC,191,296,281,376
1331,210.jpg,RBC,55,160,372,467
1332,210.jpg,RBC,330,455,128,225
1333,210.jpg,RBC,200,300,347,433
1334,210.jpg,RBC,121,241,192,320
1335,210.jpg,WBC,285,474,225,407
1336,211.jpg,RBC,300,423,67,169
1337,211.jpg,RBC,466,589,85,187
1338,211.jpg,RBC,458,581,145,247
1339,211.jpg,RBC,414,536,260,345
1340,211.jpg,RBC,188,284,193,298
1341,211.jpg,RBC,88,184,236,341
1342,211.jpg,RBC,28,124,48,153
1343,211.jpg,RBC,228,331,397,480
1344,211.jpg,RBC,201,303,102,193
1345,211.jpg,RBC,283,390,279,380
1346,211.jpg,RBC,559,640,330,444
1347,211.jpg,RBC,2,112,359,463
1348,211.jpg,WBC,343,558,335,479
1349,212.jpg,RBC,86,187,283,385
1350,212.jpg,RBC,43,144,180,282
1351,212.jpg,RBC,213,314,16,118
1352,212.jpg,RBC,84,185,42,144
1353,212.jpg,RBC,541,640,138,253
1354,212.jpg,RBC,541,640,337,452
1355,212.jpg,RBC,452,551,18,133
1356,212.jpg,RBC,515,636,16,140
1357,212.jpg,RBC,184,282,175,270
1358,212.jpg,RBC,210,308,266,361
1359,212.jpg,RBC,429,534,333,436
1360,212.jpg,RBC,265,344,114,223
1361,212.jpg,WBC,279,403,202,308
1362,213.jpg,RBC,226,338,141,240
1363,213.jpg,RBC,183,319,40,156
1364,213.jpg,RBC,327,439,143,247
1365,213.jpg,RBC,505,611,291,393
1366,213.jpg,RBC,534,638,387,480
1367,213.jpg,RBC,165,268,402,480
1368,213.jpg,RBC,273,389,293,390
1369,213.jpg,RBC,1,95,1,93
1370,213.jpg,RBC,410,517,236,360
1371,213.jpg,RBC,349,458,1,111
